dialogueId,utteranceNo,authorRole,utterances,Marker1,Marker2,Cause1,Cause2
3719,10,counselor,This is really disgusting. Please don't worry we will soon solve this problem. Would you tell me for how long your sister is facing this issue?,This is really disgusting.,,,
3719,11,victim,She is facing this for the last one week but she revealed this to us a week ago.,She is facing this for the last one week,,,
3719,12,counselor,I know your sister is going through hard time. Would you tell me that he just keep his eyes on your sister's activity or he does something else?,I know your sister is going through hard time.,,,
3719,13,victim,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.  And he sends all these messages from computer-generated numbers of various countries.,,,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.,
3719,14,counselor,I can understand that he is misusing his skills. Would you tell me where he sends that messages to your sister?,I can understand that he is misusing his skills,,,
3719,15,victim,He is sending all the messages on her mobile in text format only.,,,He is sending all the messages on her mobile in text format,
3719,16,counselor,I understand he is bothering your sister by using his skills but don't worry we are here to help your sister. Would you tell me has he also do any activity on any social media platform?,I understand he is bothering your sister by using his skills,,,
3719,17,victim,"Nope, just keep monitoring and threatening continuously. ",,,,
3719,18,counselor,"Ok, would you please tell me that has your sister tried to report/block him on her phone? ",,,,
3719,19,victim,"Yes, she had tried a lot but such numbers are not easily blocked by the mobile. We requested the telecom department also then they suggested us to ignore it. ",,,,
3719,20,counselor,Let me tell you that your sister is facing the case of stalking. Stalking is an offense under Section 354D of IPC through the Criminal Law (Amendment) Act 2013 which is liable for legal action. Do you want me to assist your sister to report the incident to social sites or law enforcement agencies?,Let me tell you that your sister is facing the case of stalking,,,
3719,21,victim,"Yes, but before going for that can you please provide her some counseling assistance so that she can self-access the situation to take any sort of action. (metal_info)  ",,,,
3719,22,counselor,"Yeah, sure. Kindly feel free to contact 24x7 helpline no. 7827-170-170 of National Commission for Women or Women in Distress helpline no. 1091 for seeking counselling. ",,,,
3719,23,victim,Do you have any idea about the Nationwide helpline assistance?,,,,
3719,24,counselor,You may also call on 7827170170 for Information/Support/Counselling options by 24*7 for nationwide.,,,,
3719,25,victim,Can you please share the response time of this assistance?,,,,
3719,26,counselor,They will respond you within 48 hours.,,,,
3719,27,victim,Do they take any money as a service charge for this assistance?,,,,
3719,28,counselor,I am pleased to inform you that you are not required to pay any charges for this service.,,,,
3719,29,victim,Can I trust this service and suggest it to others?,,,,
3719,30,counselor,"Yes, this service is run by GOI. ",,,,
3719,31,victim,I appreciate your assistance. Looking forward to talking with you in the near future. Bye.,,,,
3719,32,counselor,Thanks for contacting us at Rakshak. Kindly keep yourself updated with the latest cybercrime news and safety tips with Cyber Dost https://twitter.com/Cyberdost. Have a great day ahead!,,,,
3720,0,counselor,Thank you for approaching Rakshak. How can I help you?,,,,
3720,1,victim,"Hi Rakshak, My sister is destroying her life. Would you please help her? (greet, event_info, assistance_required)  ","Hi Rakshak, My sister is destroying her life",,,
3720,2,counselor,"First of all calm down, we are here to help you by all the way. Would you please share that to whom I am interacting with? ","First of all calm down, we are here to help you by all the way",,,
3720,3,victim,I am <person_name> and i am of <person_age> years only.,,,,
3720,4,counselor,"Nice to talk to you at Rakshak, <person_name>, would you please explain your issue in detail to assist you in a better way? ",,,,
3720,5,victim,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide. She is mentally not stable these days. I am so scared to see all this.,I am so scared to see all this.,,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide.,She is mentally not stable these days.
3720,6,counselor,"This is really shocking. Please don't scare, we are here for both of you. Would you please tell me that why that boy is doing this to your sister? ",This is really shocking.,"Please don't scare, we are here for both of you",,
3720,7,victim,That rascal is so creepy. He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life. I am not getting any idea what to do?,,,He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life,
3720,8,counselor,"This is really disheartening, how one can do this to his own girlfriend. Would you please tell me what actually he does to blackmail your sister? ","This is really disheartening, how one can do this to his own girlfriend",,,
3720,9,victim,"That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone and puts his nose in everyone's matter. Sometimes he threatens her that if she talks to any xyz then he will kill her. (event-info, person_involvement)  ",,,That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone,Sometimes he threatens her that if she talks to any xyz then he will kill her
3720,10,counselor,This is really disgusting. Please don't worry we will soon solve this problem. Would you tell me for how long your sister is facing this issue?,This is really disgusting.,,,
3720,11,victim,She is facing this for the last one week but she revealed this to us a week ago.,She is facing this for the last one week,,,
3720,12,counselor,I know your sister is going through hard time. Would you tell me that he just keep his eyes on your sister's activity or he does something else?,I know your sister is going through hard time.,,,
3720,13,victim,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.  And he sends all these messages from computer-generated numbers of various countries.,,,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.,
3720,14,counselor,I can understand that he is misusing his skills. Would you tell me where he sends that messages to your sister?,I can understand that he is misusing his skills,,,
3720,15,victim,He is sending all the messages on her mobile in text format only.,,,He is sending all the messages on her mobile in text format,
3720,16,counselor,I understand he is bothering your sister by using his skills but don't worry we are here to help your sister. Would you tell me has he also do any activity on any social media platform?,I understand he is bothering your sister by using his skills,,,
3720,17,victim,"Nope, just keep monitoring and threatening continuously. ",,,,
3720,18,counselor,"Ok, would you please tell me that has your sister tried to report/block him on her phone? ",,,,
3720,19,victim,"Yes, she had tried a lot but such numbers are not easily blocked by the mobile. We requested the telecom department also then they suggested us to ignore it. ",,,,
3720,20,counselor,Let me tell you that your sister is facing the case of stalking. Stalking is an offense under Section 354D of IPC through the Criminal Law (Amendment) Act 2013 which is liable for legal action. Do you want me to assist your sister to report the incident to social sites or law enforcement agencies?,Let me tell you that your sister is facing the case of stalking,,,
3720,21,victim,Can you please provide the options I have in this case to go ahead?,,,,
3720,22,counselor,"We have  Cyber Cell, National Cyber Crime Reporting Portal, National Commission for Women and Ministry of Women and Child Development through which you can take a legal action. ",,,,
3720,23,victim,Are all these options supported by the online facilities here?,,,,
3720,24,counselor,"Yes, all these options supported by the online facilities. ",,,,
3720,25,victim,We appreciate your help very much. Hope to see you later. Bye.,,,,
3720,26,counselor,You are most welcome. Kindly feel free to reach us anytime if you need any help. Stay safe and healthy!,,,,
3721,0,counselor,Thank you for approaching Rakshak. How can I help you?,,,,
3721,1,victim,"Hi Rakshak, My sister is destroying her life. Would you please help her? (greet, event_info, assistance_required)  ","Hi Rakshak, My sister is destroying her life",,,
3721,2,counselor,"First of all calm down, we are here to help you by all the way. Would you please share that to whom I am interacting with? ","First of all calm down, we are here to help you by all the way",,,
3721,3,victim,I am <person_name> and i am of <person_age> years only.,,,,
3721,4,counselor,"Nice to talk to you at Rakshak, <person_name>, would you please explain your issue in detail to assist you in a better way? ",,,,
3721,5,victim,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide. She is mentally not stable these days. I am so scared to see all this.,I am so scared to see all this.,,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide.,She is mentally not stable these days.
3721,6,counselor,"This is really shocking. Please don't scare, we are here for both of you. Would you please tell me that why that boy is doing this to your sister? ",This is really shocking.,"Please don't scare, we are here for both of you",,
3721,7,victim,That rascal is so creepy. He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life. I am not getting any idea what to do?,,,He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life,
3721,8,counselor,"This is really disheartening, how one can do this to his own girlfriend. Would you please tell me what actually he does to blackmail your sister? ","This is really disheartening, how one can do this to his own girlfriend",,,
3721,9,victim,"That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone and puts his nose in everyone's matter. Sometimes he threatens her that if she talks to any xyz then he will kill her. (event-info, person_involvement)  ",,,That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone,Sometimes he threatens her that if she talks to any xyz then he will kill her
3721,10,counselor,This is really disgusting. Please don't worry we will soon solve this problem. Would you tell me for how long your sister is facing this issue?,This is really disgusting.,,,
3721,11,victim,She is facing this for the last one week but she revealed this to us a week ago.,She is facing this for the last one week,,,
3721,12,counselor,I know your sister is going through hard time. Would you tell me that he just keep his eyes on your sister's activity or he does something else?,I know your sister is going through hard time.,,,
3721,13,victim,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.  And he sends all these messages from computer-generated numbers of various countries.,,,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.,
3721,14,counselor,I can understand that he is misusing his skills. Would you tell me where he sends that messages to your sister?,I can understand that he is misusing his skills,,,
3721,15,victim,He is sending all the messages on her mobile in text format only.,,,He is sending all the messages on her mobile in text format,
3721,16,counselor,I understand he is bothering your sister by using his skills but don't worry we are here to help your sister. Would you tell me has he also do any activity on any social media platform?,I understand he is bothering your sister by using his skills,,,
3721,17,victim,"Nope, just keep monitoring and threatening continuously. ",,,,
3721,18,counselor,"Ok, would you please tell me that has your sister tried to report/block him on her phone? ",,,,
3721,19,victim,"Yes, she had tried a lot but such numbers are not easily blocked by the mobile. We requested the telecom department also then they suggested us to ignore it. ",,,,
3721,20,counselor,Let me tell you that your sister is facing the case of stalking. Stalking is an offense under Section 354D of IPC through the Criminal Law (Amendment) Act 2013 which is liable for legal action. Do you want me to assist your sister to report the incident to social sites or law enforcement agencies?,Let me tell you that your sister is facing the case of stalking,,,
3721,21,victim,Can you please provide the options I have in this case to go ahead?,,,,
3721,22,counselor,"We have  Cyber Cell, National Cyber Crime Reporting Portal, National Commission for Women and Ministry of Women and Child Development through which you can take a legal action. ",,,,
3721,23,victim,Could you please provide the Cyber Cell info here?,,,,
3721,24,counselor,The cyber cell is a designated cell to tackle the cybercrime by involving the technical experts during the investigation.,,,,
3721,25,victim,How to file a complaint here against anyone?,,,,
3721,26,counselor,Could you please share your present place of residence?,,,,
3721,27,victim,I am from Madhubani (Bihar).,,,,
3721,28,counselor,Thank you for the location detail. Kindly visit the cyber cell <cybercell_address> .,,,,
3721,29,victim,What information do I have to share with them?,,,,
3721,30,counselor,You need to share your email address and mobile number.,,,,
3721,31,victim,Do I have to pay any charges in this case?,,,,
3721,32,counselor,"No, you no need to pay any charges at any stage. ",,,,
3721,33,victim,Your help will be much appreciated. Looking forward to talking with you in the near future. Bye.,,,,
3721,34,counselor,We are pleased that we could help you. Please join us any time.,,,,
3722,0,counselor,Thank you for approaching Rakshak. How can I help you?,,,,
3722,1,victim,"Hi Rakshak, My sister is destroying her life. Would you please help her? (greet, event_info, assistance_required)  ","Hi Rakshak, My sister is destroying her life",,,
3722,2,counselor,"First of all calm down, we are here to help you by all the way. Would you please share that to whom I am interacting with? ","First of all calm down, we are here to help you by all the way",,,
3722,3,victim,I am <person_name> and i am of <person_age> years only.,,,,
3722,4,counselor,"Nice to talk to you at Rakshak, <person_name>, would you please explain your issue in detail to assist you in a better way? ",,,,
3722,5,victim,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide. She is mentally not stable these days. I am so scared to see all this.,I am so scared to see all this.,,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide.,She is mentally not stable these days.
3722,6,counselor,"This is really shocking. Please don't scare, we are here for both of you. Would you please tell me that why that boy is doing this to your sister? ",This is really shocking.,"Please don't scare, we are here for both of you",,
3722,7,victim,That rascal is so creepy. He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life. I am not getting any idea what to do?,,,He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life,
3722,8,counselor,"This is really disheartening, how one can do this to his own girlfriend. Would you please tell me what actually he does to blackmail your sister? ","This is really disheartening, how one can do this to his own girlfriend",,,
3722,9,victim,"That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone and puts his nose in everyone's matter. Sometimes he threatens her that if she talks to any xyz then he will kill her. (event-info, person_involvement)  ",,,That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone,Sometimes he threatens her that if she talks to any xyz then he will kill her
3722,10,counselor,This is really disgusting. Please don't worry we will soon solve this problem. Would you tell me for how long your sister is facing this issue?,This is really disgusting.,,,
3722,11,victim,She is facing this for the last one week but she revealed this to us a week ago.,She is facing this for the last one week,,,
3722,12,counselor,I know your sister is going through hard time. Would you tell me that he just keep his eyes on your sister's activity or he does something else?,I know your sister is going through hard time.,,,
3722,13,victim,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.  And he sends all these messages from computer-generated numbers of various countries.,,,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.,
3722,14,counselor,I can understand that he is misusing his skills. Would you tell me where he sends that messages to your sister?,I can understand that he is misusing his skills,,,
3722,15,victim,He is sending all the messages on her mobile in text format only.,,,He is sending all the messages on her mobile in text format,
3722,16,counselor,I understand he is bothering your sister by using his skills but don't worry we are here to help your sister. Would you tell me has he also do any activity on any social media platform?,I understand he is bothering your sister by using his skills,,,
3722,17,victim,"Nope, just keep monitoring and threatening continuously. ",,,,
3722,18,counselor,"Ok, would you please tell me that has your sister tried to report/block him on her phone? ",,,,
3722,19,victim,"Yes, she had tried a lot but such numbers are not easily blocked by the mobile. We requested the telecom department also then they suggested us to ignore it. ",,,,
3722,20,counselor,Let me tell you that your sister is facing the case of stalking. Stalking is an offense under Section 354D of IPC through the Criminal Law (Amendment) Act 2013 which is liable for legal action. Do you want me to assist your sister to report the incident to social sites or law enforcement agencies?,Let me tell you that your sister is facing the case of stalking,,,
3722,21,victim,Can you please provide the options I have in this case to go ahead?,,,,
3722,22,counselor,"We have  Cyber Cell, National Cyber Crime Reporting Portal, National Commission for Women and Ministry of Women and Child Development through which you can take a legal action. ",,,,
3722,23,victim,What is the Cyber Crime reporting option here for making a complaint?,,,,
3722,24,counselor,Kindly visit the national cybercrime reporting portal www.cybercrime.gov.in for filing online complaints. Would you like to have the detailed procedure?,,,,
3722,25,victim,Do I have to make my account for filing a complaint here?,,,,
3722,26,counselor,Let me tell you that you have to Log in for the complaint.,,,,
3722,27,victim,What information do I have to fill in here for making this complaint here?,,,,
3722,28,counselor,You need to share your email address and registered mobile number.,,,,
3722,29,victim,Do I have to pay any charges for this service?,,,,
3722,30,counselor,"No, you are not required to pay any charges at any stage. ",,,,
3722,31,victim,What is the response time of this service after making the complaint?,,,,
3722,32,counselor,They will respond within 24 to 48 hours.,,,,
3722,33,victim,Thank you very much for your help. Looking forward to talking with you in the near future. Bye.,,,,
3722,34,counselor,We are happy to help you. Please contact Rakshak whenever you are in need of help.,,,,
3723,0,counselor,Thank you for approaching Rakshak. How can I help you?,,,,
3723,1,victim,"Hi Rakshak, My sister is destroying her life. Would you please help her? (greet, event_info, assistance_required)  ","Hi Rakshak, My sister is destroying her life",,,
3723,2,counselor,"First of all calm down, we are here to help you by all the way. Would you please share that to whom I am interacting with? ","First of all calm down, we are here to help you by all the way",,,
3723,3,victim,I am <person_name> and i am of <person_age> years only.,,,,
3723,4,counselor,"Nice to talk to you at Rakshak, <person_name>, would you please explain your issue in detail to assist you in a better way? ",,,,
3723,5,victim,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide. She is mentally not stable these days. I am so scared to see all this.,I am so scared to see all this.,,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide.,She is mentally not stable these days.
3723,6,counselor,"This is really shocking. Please don't scare, we are here for both of you. Would you please tell me that why that boy is doing this to your sister? ",This is really shocking.,"Please don't scare, we are here for both of you",,
3723,7,victim,That rascal is so creepy. He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life. I am not getting any idea what to do?,,,He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life,
3723,8,counselor,"This is really disheartening, how one can do this to his own girlfriend. Would you please tell me what actually he does to blackmail your sister? ","This is really disheartening, how one can do this to his own girlfriend",,,
3723,9,victim,"That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone and puts his nose in everyone's matter. Sometimes he threatens her that if she talks to any xyz then he will kill her. (event-info, person_involvement)  ",,,That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone,Sometimes he threatens her that if she talks to any xyz then he will kill her
3723,10,counselor,This is really disgusting. Please don't worry we will soon solve this problem. Would you tell me for how long your sister is facing this issue?,This is really disgusting.,,,
3723,11,victim,She is facing this for the last one week but she revealed this to us a week ago.,She is facing this for the last one week,,,
3723,12,counselor,I know your sister is going through hard time. Would you tell me that he just keep his eyes on your sister's activity or he does something else?,I know your sister is going through hard time.,,,
3723,13,victim,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.  And he sends all these messages from computer-generated numbers of various countries.,,,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.,
3723,14,counselor,I can understand that he is misusing his skills. Would you tell me where he sends that messages to your sister?,I can understand that he is misusing his skills,,,
3723,15,victim,He is sending all the messages on her mobile in text format only.,,,He is sending all the messages on her mobile in text format,
3723,16,counselor,I understand he is bothering your sister by using his skills but don't worry we are here to help your sister. Would you tell me has he also do any activity on any social media platform?,I understand he is bothering your sister by using his skills,,,
3723,17,victim,"Nope, just keep monitoring and threatening continuously. ",,,,
3723,18,counselor,"Ok, would you please tell me that has your sister tried to report/block him on her phone? ",,,,
3723,19,victim,"Yes, she had tried a lot but such numbers are not easily blocked by the mobile. We requested the telecom department also then they suggested us to ignore it. ",,,,
3723,20,counselor,Let me tell you that your sister is facing the case of stalking. Stalking is an offense under Section 354D of IPC through the Criminal Law (Amendment) Act 2013 which is liable for legal action. Do you want me to assist your sister to report the incident to social sites or law enforcement agencies?,Let me tell you that your sister is facing the case of stalking,,,
3723,21,victim,Can you please provide the options I have in this case to go ahead?,,,,
3723,22,counselor,"We have  Cyber Cell, National Cyber Crime Reporting Portal, National Commission for Women and Ministry of Women and Child Development through which you can take a legal action. ",,,,
3723,23,victim,Can you please provide the NCW help option here?,,,,
3723,24,counselor,We appreciate your choice. Kindly let me know whether you would like to file an online/offline complaint.,,,,
3723,25,victim,Helping online would be your favor to me.,,,,
3723,26,counselor,"To report the complaint online, please go to http://ncwapps.nic.in/onlinecomplaintsv2/ to access the NCW portal for filing your complaint. Please read the FAQs carefully before submitting your complaint by clicking on ""Complaint Registration"". ",,,,
3723,27,victim,Is this the sufficient procedure you can suggest to me here?,,,,
3723,28,counselor,"It would be my pleasure to assist you with the entire procedure. After you visit the link, read the information in the dialog box carefully and click on OK to fill in the details in the form. Once you completely fill the form, you can submit your application. ",,,,
3723,29,victim,How will I know if my complaint has been accepted by the National Commission for Women?,,,,
3723,30,counselor,"An acknowledgment along with complaint number, login ID and password is sent to the complainant upon receipt of complaint by the National Commission for Women if the complaint has been accepted by the National Commission for Women. In the event of the complaint being rejected, the same shall be communicated to the complainant at the earliest. One can also check it telephonically or by personally visiting the National Commission for Women. ",,,,
3723,31,victim,Do I have to pay any charges for this service here?,,,,
3723,32,counselor,"No, you no need to pay any charges for this service. ",,,,
3723,33,victim,I appreciate your assistance. Looking forward to talking with you in the near future. Bye.,,,,
3723,34,counselor,We are pleased that we could help you. Please join us any time.,,,,
3724,0,counselor,Thank you for approaching Rakshak. How can I help you?,,,,
3724,1,victim,"Hi Rakshak, My sister is destroying her life. Would you please help her? (greet, event_info, assistance_required)  ","Hi Rakshak, My sister is destroying her life",,,
3724,2,counselor,"First of all calm down, we are here to help you by all the way. Would you please share that to whom I am interacting with? ","First of all calm down, we are here to help you by all the way",,,
3724,3,victim,I am <person_name> and i am of <person_age> years only.,,,,
3724,4,counselor,"Nice to talk to you at Rakshak, <person_name>, would you please explain your issue in detail to assist you in a better way? ",,,,
3724,5,victim,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide. She is mentally not stable these days. I am so scared to see all this.,I am so scared to see all this.,,My sister is a software engineer and she got into an affair with a boy from our locality. After a few days ago she started staying with him and now he is blackmailing my sister to commit suicide.,She is mentally not stable these days.
3724,6,counselor,"This is really shocking. Please don't scare, we are here for both of you. Would you please tell me that why that boy is doing this to your sister? ",This is really shocking.,"Please don't scare, we are here for both of you",,
3724,7,victim,That rascal is so creepy. He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life. I am not getting any idea what to do?,,,He is planning to make her dependable on him and keep her away from her own family for enjoying her money all her life,
3724,8,counselor,"This is really disheartening, how one can do this to his own girlfriend. Would you please tell me what actually he does to blackmail your sister? ","This is really disheartening, how one can do this to his own girlfriend",,,
3724,9,victim,"That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone and puts his nose in everyone's matter. Sometimes he threatens her that if she talks to any xyz then he will kill her. (event-info, person_involvement)  ",,,That rascal always follows physically my sister and monitors all her social media account that she is talking about and what discussion she is doing with everyone,Sometimes he threatens her that if she talks to any xyz then he will kill her
3724,10,counselor,This is really disgusting. Please don't worry we will soon solve this problem. Would you tell me for how long your sister is facing this issue?,This is really disgusting.,,,
3724,11,victim,She is facing this for the last one week but she revealed this to us a week ago.,She is facing this for the last one week,,,
3724,12,counselor,I know your sister is going through hard time. Would you tell me that he just keep his eyes on your sister's activity or he does something else?,I know your sister is going through hard time.,,,
3724,13,victim,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.  And he sends all these messages from computer-generated numbers of various countries.,,,That bastard keeps sending her personal threatening messages and like he will kill her and nobody can do anything.,
3724,14,counselor,I can understand that he is misusing his skills. Would you tell me where he sends that messages to your sister?,I can understand that he is misusing his skills,,,
3724,15,victim,He is sending all the messages on her mobile in text format only.,,,He is sending all the messages on her mobile in text format,
3724,16,counselor,I understand he is bothering your sister by using his skills but don't worry we are here to help your sister. Would you tell me has he also do any activity on any social media platform?,I understand he is bothering your sister by using his skills,,,
3724,17,victim,"Nope, just keep monitoring and threatening continuously. ",,,,
3724,18,counselor,"Ok, would you please tell me that has your sister tried to report/block him on her phone? ",,,,
3724,19,victim,"Yes, she had tried a lot but such numbers are not easily blocked by the mobile. We requested the telecom department also then they suggested us to ignore it. ",,,,
3724,20,counselor,Let me tell you that your sister is facing the case of stalking. Stalking is an offense under Section 354D of IPC through the Criminal Law (Amendment) Act 2013 which is liable for legal action. Do you want me to assist your sister to report the incident to social sites or law enforcement agencies?,Let me tell you that your sister is facing the case of stalking,,,
3724,21,victim,Can you please provide the options I have in this case to go ahead?,,,,
3724,22,counselor,"We have  Cyber Cell, National Cyber Crime Reporting Portal, National Commission for Women and Ministry of Women and Child Development through which you can take a legal action. ",,,,
3724,23,victim,Can you please provide the NCW help option here?,,,,
3724,24,counselor,We appreciate your choice. Kindly let me know whether you would like to file an online/offline complaint.,,,,
3724,25,victim,"Can you please suggest some of the offline options for filing the complaint here? (ncw_help,help_mode)  ",,,,
3724,26,counselor,"Please send a written application containing all the important details and documents through post or by hand to National Commission for Women,Plot No.21, FC33, Jasola Institutional Area,New Delhi-110025 for reporting offline reporting to NCW. ",,,,
3724,27,victim,When can I contact NCW?,,,,
3724,28,counselor,You can contact us anytime between 9.00 AM – 5.30 PM. Working Days - Monday to Friday or you can send details through email at any time.,,,,
3724,29,victim,What content do I have to write in that application?,,,,
3724,30,counselor,"You can write about your case in little bit detail along with the information of seducer. Please don't forget to write about the proof if you have any like, pics, videos, screen shot etc. ",,,,
3724,31,victim,Am I required to pay anything here?,,,,
3724,32,counselor,I am pleased to inform you that you are not required to pay any charges for this service.,,,,
3724,33,victim,Thank you very much for your help. Looking forward to talking with you in the near future. Bye.,,,,
3724,34,counselor,I’m very happy that I’ve been able to help you today. Please feel free to contact us again if you need help.,,,,
3725,0,counselor,Very good morning this is Rakshak here. May I help you?,,,,
3725,1,victim,"Would you please help me, Rakshak? I am in great trouble.   ",I am in great trouble.,,,
3725,2,counselor,"Yes sure, we are here to help you by all the way. Would you please share that to whom I am interacting with? ","Yes sure, we are here to help you by all the way",,,
3725,3,victim,I am not able to tell my name due to security reasons. Would you still help me?,,,,
3725,4,counselor,"Sorry, we haven't intended to make you annoyed. We are pleased to serve you without knowing your details. Would you please share your problem in detail to assist you in a better way? ","Sorry, we haven't intended to make you annoyed",,,
3725,5,victim,I am a nurse in a hospital and my senior doctor is torturing me by sending messages and following me on my social media. I am fed of him.,I am fed of him.,,my senior doctor is torturing me by sending messages and following me on my social media,
3725,6,counselor,Would you tell me why he is doin this to you?,,,,
3725,7,victim,That bastard wants a physical relation with me during the absence of his wife.,,,That bastard wants a physical relation with me during the absence of his wife,
3725,8,counselor,Sorry to hear this. Would you please tell me that for how long you are facing this issue?,Sorry to hear this,,,
3725,9,victim,That rascal is troubling me for the last three months.,That rascal is troubling me for the last three months.,,,
3725,10,counselor,"Oh, please be strong to handle this situation. Would you please tell me that which kind of messages he sends to you?   ","Oh, please be strong to handle this situation.",,,
3725,11,victim,He is sending me lustful messages with images that he will fuck me like this.,,,He is sending me lustful messages with images that he will fuck me,
3725,12,counselor,"Oh, I understand that you are going through hard time. Would you tell me on which social platform he messages you? ",I understand that you are going through hard time.,,,
3725,13,victim,He is sending me text messages and pics on WhatsApp and my Facebook messenger account.,,,He is sending me text messages and pics on WhatsApp and my Facebook messenger,
3725,14,counselor,How can a person do this? Have you reported against him on WhatsApp and Facebook as well?,How can a person do this?,,,
3725,15,victim,"Yes, I have made him blocked him on WhatsApp and Facebook, but I can't stop him from sending text messages. That bastard is doing all this now. ",,,"I have made him blocked him on WhatsApp and Facebook, but I can't stop him from sending text messages",
3725,16,counselor,"Thanks for replying to us with patience. As per the primary investigation, it seems that  you are facing the issue of stalking which is a criminal offense under Section 354D of IPC through the Criminal Law (Amendment) Act, 2013 and Section 67 of Information Technology(Amendment) Act 2008. You can take legal action under Cyber Cell, NCW and MWCD in this matter. ",it seems that you are facing the issue of stalking,,,
3725,17,victim,"Thanks for giving all the details. Let me think and discuss with my family, then I will get back to you. Bye. ",,,,
3725,18,counselor,Thanks to visiting us at Rakshak.,,,,
3726,0,counselor,Very good morning this is Rakshak here. May I help you?,,,,
3726,1,victim,"Would you please help me, Rakshak? I am in great trouble.   ",I am in great trouble.,,,
3726,2,counselor,"Yes sure, we are here to help you by all the way. Would you please share that to whom I am interacting with? ","Yes sure, we are here to help you by all the way",,,
3726,3,victim,I am not able to tell my name due to security reasons. Would you still help me?,,,,
3726,4,counselor,"Sorry, we haven't intended to make you annoyed. We are pleased to serve you without knowing your details. Would you please share your problem in detail to assist you in a better way? ","Sorry, we haven't intended to make you annoyed",,,
3726,5,victim,I am a nurse in a hospital and my senior doctor is torturing me by sending messages and following me on my social media. I am fed of him.,I am fed of him.,,my senior doctor is torturing me by sending messages and following me on my social media,
3726,6,counselor,Would you tell me why he is doin this to you?,,,,
3726,7,victim,That bastard wants a physical relation with me during the absence of his wife.,,,That bastard wants a physical relation with me during the absence of his wife,
3726,8,counselor,Sorry to hear this. Would you please tell me that for how long you are facing this issue?,Sorry to hear this,,,
3726,9,victim,That rascal is troubling me for the last three months.,That rascal is troubling me for the last three months.,,,
3726,10,counselor,"Oh, please be strong to handle this situation. Would you please tell me that which kind of messages he sends to you?   ","Oh, please be strong to handle this situation.",,,
3726,11,victim,He is sending me lustful messages with images that he will fuck me like this.,,,He is sending me lustful messages with images that he will fuck me,
3726,12,counselor,"Oh, I understand that you are going through hard time. Would you tell me on which social platform he messages you? ",I understand that you are going through hard time.,,,
3726,13,victim,He is sending me text messages and pics on WhatsApp and my Facebook messenger account.,,,He is sending me text messages and pics on WhatsApp and my Facebook messenger,
3726,14,counselor,How can a person do this? Have you reported against him on WhatsApp and Facebook as well?,How can a person do this?,,,
